Ime,Starost,Poklic,Rojstni dan
Brooklyn McKnight,24,YouTube Star,31-12
Shakhed,16,TikTok Star,31-12
Sharky,28,YouTube Star,31-12
Gabby Douglas,28,Gymnast,31-12
Bailey McKnight-Howard,24,YouTube Star,31-12
Max Mills,21,Pop Singer,31-12
Harvey Mills,21,Pop Singer,31-12
TanqR,26,Roblox Star,31-12
Donald Trump Jr.,46,Business Executive,31-12
Noah H Marwah,3,Instagram Star,31-12
Psy,46,Pop Singer,31-12
Steven He,27,TV Actor,31-12
Hunter Schafer,25,TV Actress,31-12
Emily Paulichi,20,YouTube Star,31-12
Logan Sargeant,23,Race Car Driver,31-12
Kayla Meraki,29,Instagram Star,31-12
Bella Smith,16,TikTok Star,31-12
Richie McCaw,43,Rugby Player,31-12
Noelle Cheney,27,TikTok Star,31-12
Khoi Young,21,Gymnast,31-12
Bella Luu,16,TikTok Star,31-12
Cameron Brink,22,Basketball Player,31-12
Alex Ferguson,82,Soccer Coach,31-12
Noah Bridges,25,Instagram Star,31-12
NoahsNoah,22,YouTube Star,31-12
Anthony Hopkins,86,Movie Actor,31-12
Bryan SKabeche,29,YouTube Star,31-12
Iskall,38,YouTube Star,31-12
Salman,88,King,31-12
Joey McIntyre,51,Pop Singer,31-12
Val Kilmer,64,Movie Actor,31-12
juztjosh,22,TikTok Star,31-12
Juliet Donenfeld,14,TV Actress,31-12
Victoria Bachlet,24,TikTok Star,31-12
Drew Taggart,34,DJ,31-12
Mikasacus,24,YouTube Star,31-12
Aarava,28,Twitch Star,31-12
Dina Saeva,24,Instagram Star,31-12
Sam Faiers,33,Model,31-12
avanireyes,23,TikTok Star,31-12
Bella Anderson,19,TikTok Star,31-12
Nadia Parkes,28,TV Actress,31-12
April Buckles,26,YouTube Star,31-12
Sanna Gurung,31,YouTube Star,31-12
Preston Schaeffer,25,TikTok Star,31-12
