Ime,Starost,Poklic,Rojstni dan
Jenna Ortega,21,TV Actress,27-09
Nara Smith,22,Instagram Star,27-09
Lil Wayne,41,Rapper,27-09
Cynthia Parker,19,TikTok Star,27-09
Jaiden Animations,26,YouTube Star,27-09
Avril Lavigne,39,Pop Singer,27-09
Mitski,33,Rock Singer,27-09
Serene Hesri,28,Instagram Star,27-09
Sophia Watts,20,TikTok Star,27-09
Keeho,22,Pop Singer,27-09
Gwyneth Paltrow,51,Movie Actress,27-09
Spencer Bramucci,19,TikTok Star,27-09
Jillian Shea Spaeder,21,TV Actress,27-09
Gabe Unspeakable,26,YouTube Star,27-09
Joie Chavis,35,Instagram Star,27-09
Madeline Damskey,27,Instagram Star,27-09
Domics,33,YouTube Star,27-09
Grace Helbig,38,YouTube Star,27-09
Harry Sisson,21,TikTok Star,27-09
Noizy,37,Rapper,27-09
Skanteryt,18,TikTok Star,27-09
Víctor Pérez,22,TikTok Star,27-09
Arielle Vandenberg,37,Model,27-09
Max The Meat Guy,31,TikTok Star,27-09
KORA,19,TikTok Star,27-09
Venezuela Fury,14,Family Member,27-09
Jojo Tua,23,TV Actor,27-09
Steve Kerr,58,Basketball Coach,27-09
YaBoyRoshi,33,YouTube Star,27-09
Anna Camp,41,TV Actress,27-09
Trick Daddy,50,Rapper,27-09
Maddi Bragg,25,YouTube Star,27-09
Amira Harvey,20,TV Actress,27-09
Granit Xhaka,31,Soccer Player,27-09
Chuy Mine,22,YouTube Star,27-09
Itsyeboi,32,YouTube Star,27-09
Buddy Valastro III,19,Family Member,27-09
Summer Beaver,16,TikTok Star,27-09
Austin Carlile,36,Metal Singer,27-09
Daniela Rivera,30,Model,27-09
Jace Randolph,18,TikTok Star,27-09
Rochelle Diamante,29,Pop Singer,27-09
Nupur Sharma,24,TikTok Star,27-09
João Neves,19,Soccer Player,27-09
Cathy Kelley,35,Sportscaster,27-09
