Ime,Starost,Poklic,Rojstni dan
Jenna Ortega,21,TV Actress,27-11
Nara Smith,22,Instagram Star,27-11
Lil Wayne,41,Rapper,27-11
Cynthia Parker,19,TikTok Star,27-11
Jaiden Animations,26,YouTube Star,27-11
Avril Lavigne,39,Pop Singer,27-11
Mitski,33,Rock Singer,27-11
Serene Hesri,28,Instagram Star,27-11
Sophia Watts,20,TikTok Star,27-11
Keeho,22,Pop Singer,27-11
Gwyneth Paltrow,51,Movie Actress,27-11
Spencer Bramucci,19,TikTok Star,27-11
Jillian Shea Spaeder,21,TV Actress,27-11
Gabe Unspeakable,26,YouTube Star,27-11
Joie Chavis,35,Instagram Star,27-11
Madeline Damskey,27,Instagram Star,27-11
Domics,33,YouTube Star,27-11
Grace Helbig,38,YouTube Star,27-11
Harry Sisson,21,TikTok Star,27-11
Noizy,37,Rapper,27-11
Skanteryt,18,TikTok Star,27-11
Víctor Pérez,22,TikTok Star,27-11
Arielle Vandenberg,37,Model,27-11
Max The Meat Guy,31,TikTok Star,27-11
KORA,19,TikTok Star,27-11
Venezuela Fury,14,Family Member,27-11
Jojo Tua,23,TV Actor,27-11
Steve Kerr,58,Basketball Coach,27-11
YaBoyRoshi,33,YouTube Star,27-11
Anna Camp,41,TV Actress,27-11
Trick Daddy,50,Rapper,27-11
Maddi Bragg,25,YouTube Star,27-11
Amira Harvey,20,TV Actress,27-11
Granit Xhaka,31,Soccer Player,27-11
Chuy Mine,22,YouTube Star,27-11
Itsyeboi,32,YouTube Star,27-11
Buddy Valastro III,19,Family Member,27-11
Summer Beaver,16,TikTok Star,27-11
Austin Carlile,36,Metal Singer,27-11
Daniela Rivera,30,Model,27-11
Jace Randolph,18,TikTok Star,27-11
Rochelle Diamante,29,Pop Singer,27-11
Nupur Sharma,24,TikTok Star,27-11
João Neves,19,Soccer Player,27-11
Cathy Kelley,35,Sportscaster,27-11
