Ime,Starost,Poklic,Rojstni dan
Will Smith,55,Movie Actor,25-09
Leah Jeffries,14,TV Actress,25-09
Donald Glover,40,TV Actor,25-09
Jayda Cheaves,26,Instagram Star,25-09
Tray Williams,21,TikTok Star,25-09
Chauncey Billups,47,Basketball Player,25-09
T.I.,43,Rapper,25-09
Josh Parker,25,Instagram Star,25-09
Rosalía,31,Pop Singer,25-09
Bella Ramsey,20,TV Actress,25-09
Teddy Swims,31,R&B Singer,25-09
Alyssa Kulani,24,YouTube Star,25-09
Antonia Gentry,26,TV Actress,25-09
Mark Hamill,72,Movie Actor,25-09
Jesse Wellens,41,YouTube Star,25-09
Camryn Harris,23,Instagram Star,25-09
Karlee Steel,25,YouTube Star,25-09
Skeeter Jean,29,YouTube Star,25-09
DigitalNex,31,YouTube Star,25-09
Catherine Zeta-Jones,54,Movie Actress,25-09
Alex Mir,42,YouTube Star,25-09
Doni Bobes,29,YouTube Star,25-09
Scottie Pippen,58,Basketball Player,25-09
Declan Donnelly,48,TV Show Host,25-09
Rey Damas,23,TikTok Star,25-09
Jordan Hersey,20,Instagram Star,25-09
Jada Marie,19,YouTube Star,25-09
Vardan Antonyan,17,YouTube Star,25-09
Shanna LeRoy,42,YouTube Star,25-09
Gee Money,55,Radio Host,25-09
Armani White,27,Rapper,25-09
Sofía Reyes,28,Pop Singer,25-09
Ella Meloche,21,YouTube Star,25-09
Michael Douglas,79,Movie Actor,25-09
Jacob Wallace,16,YouTube Star,25-09
Lil Jay,37,Pop Singer,25-09
Lucky Daye,38,R&B Singer,25-09
Mike Fox,26,YouTube Star,25-09
Trent Maxwell,32,Reality Star,25-09
Jewishlewish,24,YouTube Star,25-09
Cade Cunningham,22,Basketball Player,25-09
Cherie Lorraine,25,YouTube Star,25-09
Shin Lim,32,YouTube Star,25-09
Cody Premer,20,TikTok Star,25-09
Addison Briann,17,Instagram Star,25-09
Bobby Frederick,27,YouTube Star,25-09
