Ime,Starost,Poklic,Rojstni dan
Jennifer Aniston,55,TV Actress,11-02
Taylor Lautner,32,Movie Actor,11-02
Rosé Park,27,Pop Singer,11-02
Sway Bentley,24,Rapper,11-02
Brandy,45,R&B Singer,11-02
Khalid,26,R&B Singer,11-02
Kelly Rowland,43,Pop Singer,11-02
Yung Miami,30,Rapper,11-02
thisistattii,20,TikTok Star,11-02
Lourd Asprec,21,TikTok Star,11-02
InfamousSwoosh,22,YouTube Star,11-02
Heather Bowling,20,TikTok Star,11-02
Caleb Johnston,12,YouTube Star,11-02
Aubrey O'Day,40,Pop Singer,11-02
Dwarf Mamba,27,TikTok Star,11-02
Renata Valliulina,21,TikTok Star,11-02
Sophdoeslife,27,YouTube Star,11-02
Bernadette Banner,30,YouTube Star,11-02
Natalie Dormer,42,TV Actress,11-02
Elphaba Orion Doherty,20,TikTok Star,11-02
Nadya Okamoto,26,TikTok Star,11-02
Cellbit,27,YouTube Star,11-02
Javierr,30,TikTok Star,11-02
Ally Law,27,YouTube Star,11-02
Sierra Deaton,33,Pop Singer,11-02
Mehgan James,34,Reality Star,11-02
amustycow,23,YouTube Star,11-02
Alex Jones,50,Radio Host,11-02
Murda Beatz,30,Music Producer,11-02
Taj Cross,20,TV Actor,11-02
Olivia Scott Welch,26,Movie Actress,11-02
fam0ustwin.nem_,24,TikTok Star,11-02
Matthew Lawrence,44,Movie Actor,11-02
Dino,25,Dancer,11-02
Mike Shinoda,47,Guitarist,11-02
Sheryl Crow,62,Pop Singer,11-02
Matheus Lucena,21,TikTok Star,11-02
Liam Lawson,22,Race Car Driver,11-02
RackRacer GMK,24,Rapper,11-02
Matt Rose,34,YouTube Star,11-02
Davey Bad,25,TikTok Star,11-02
Dong-joon Kim,32,YouTube Star,11-02
Dansby Swanson,30,Baseball Player,11-02
Arden Martino,19,TikTok Star,11-02
Sofía Moreno,20,TikTok Star,11-02
Alissa Ashley,29,YouTube Star,11-02
