Ime,Starost,Poklic,Rojstni dan
Baylen Levine,23,YouTube Star,30-10
Devin Booker,27,Basketball Player,30-10
Justin Cooper,13,YouTube Star,30-10
Sdiezzel,32,YouTube Star,30-10
Alondra Michelle,22,YouTube Star,30-10
Ivanka Trump,42,Business Executive,30-10
Savannah Tannerites,16,YouTube Star,30-10
Nia Long,53,TV Actress,30-10
Saif Shawaf,32,YouTube Star,30-10
Karina & Marina,16,YouTube Star,30-10
Shane Myler,47,TV Actor,30-10
Melody Hurd,12,Dancer,30-10
Angie Velasco,25,YouTube Star,30-10
Edge,50,Wrestler,30-10
Hardstop Lucas,27,Instagram Star,30-10
Ayo Bowles,27,YouTube Star,30-10
Nastia Liukin,34,Gymnast,30-10
Janel Parrish,35,TV Actress,30-10
Verde,28,Photographer,30-10
Gretchen Rossi,46,Reality Star,30-10
Claudia Jessie,34,TV Actress,30-10
Ashley Graham,36,Model,30-10
Jake Brennan,21,TV Actor,30-10
Marta Díaz,23,Instagram Star,30-10
Matthew Morrison,45,TV Actor,30-10
Julie Sofia,23,TikTok Star,30-10
Max Chester,26,Family Member,30-10
Ananya Panday,25,Movie Actress,30-10
Myles Perez,21,TV Actor,30-10
Henry Winkler,78,TV Actor,30-10
Giselle Uchinaga,23,Rapper,30-10
Julia Garcia,17,TV Actress,30-10
Alexandra Pohl,23,TikTok Star,30-10
Sydnie Avery,28,Blogger,30-10
Eva Marcille,39,Model,30-10
Kim Shantal,28,Instagram Star,30-10
Braco Gajic,26,YouTube Star,30-10
Jake Hayward,26,TikTok Star,30-10
Lexi Lore,25,YouTube Star,30-10
Valeriy Angelopol,20,Figure Skater,30-10
Stefan Jankovich,22,YouTube Star,30-10
Patrick Smith,28,YouTube Star,30-10
Tequan Richmond,31,TV Actor,30-10
Dirtbike Lil Bantz,27,Rapper,30-10
Grace McCallum,21,Gymnast,30-10
Ludde Blomqvist,21,TikTok Star,30-10
