Ime,Starost,Poklic,Rojstni dan
Zac Efron,36,Movie Actor,18-10
FaZe Banks,32,YouTube Star,18-10
BadKid Bam,18,Instagram Star,18-10
Gaege Gibson,25,YouTube Star,18-10
Haven Garza,7,TikTok Star,18-10
Tyler Posey,32,TV Actor,18-10
Chino Pacas,17,Rapper,18-10
Koti Garza,7,TikTok Star,18-10
Ne-Yo,44,R&B Singer,18-10
Riley Green,35,Country Singer,18-10
TX2,24,Punk Singer,18-10
Noah Atwood,19,Family Member,18-10
Lyla Tully,10,Instagram Star,18-10
Brittney Griner,33,Basketball Player,18-10
FaZe Jev,30,YouTube Star,18-10
Hailey Sani,23,YouTube Star,18-10
Chris Netherton,29,Voice Actor,18-10
Alejandro Balde,20,Soccer Player,18-10
Mark Ferris,33,YouTube Star,18-10
Sassy,33,Reality Star,18-10
Levi Morales,8,YouTube Star,18-10
Jeremy Johnston,41,YouTube Star,18-10
Julez Smith,19,Family Member,18-10
Muyskerm,34,YouTube Star,18-10
Shooteo,19,YouTube Star,18-10
Jordan Calloway,33,TV Actor,18-10
oliviajiminlee,19,Instagram Star,18-10
Jean-Claude Van Damme,63,Movie Actor,18-10
Nurhayati,26,Pop Singer,18-10
Chané Grobler,23,TikTok Star,18-10
Matthew Schueller,32,YouTube Star,18-10
Spencer Lofranco,31,Movie Actor,18-10
100calebb,17,TikTok Star,18-10
Baby Bash,48,Rapper,18-10
Ashley Soto,33,Bodybuilder,18-10
Opto,29,YouTube Star,18-10
Sophie Bathsheba Thatcher,23,TV Actress,18-10
Jadnarra,35,Instagram Star,18-10
Kimora Blagman,26,Instagram Star,18-10
Patrick Bet-David,45,Entrepreneur,18-10
Conor Sherry,23,TV Actor,18-10
Jaiden Lockard,21,TikTok Star,18-10
Freida Pinto,39,Movie Actress,18-10
Lindsey Vonn,39,Skier,18-10
Alana Springsteen,23,Country Singer,18-10
Dwayne Kyng,30,YouTube Star,18-10
Kai Bent-Lee,32,YouTube Star,18-10
