Ime,Starost,Poklic,Rojstni dan
Halsey,29,Pop Singer,29-09
Mya Nicole,23,YouTube Star,29-09
Kevin Durant,35,Basketball Player,29-09
Nichlmao,22,Instagram Star,29-09
GoldenGlare,30,Roblox Star,29-09
Nicholas Galitzine,29,Movie Actor,29-09
Jesse Ridgway,31,YouTube Star,29-09
Michael Epps,18,TV Actor,29-09
Molly Eskam,25,YouTube Star,29-09
Jonathan Le,9,Instagram Star,29-09
Swift,23,YouTube Star,29-09
itsjustnicholas,18,TikTok Star,29-09
Tatum Beck,24,TikTok Star,29-09
Zachary Levi,43,TV Actor,29-09
Lila Moss,21,Model,29-09
Oluwanifewa Agunbiade,28,TikTok Star,29-09
Kennedy Grace,14,TikTok Star,29-09
Kylie Pitts,20,TikTok Star,29-09
Malik Delgaty,23,Model,29-09
Lilah Pate,20,TV Actress,29-09
Bstchld,31,TikTok Star,29-09
Gracelynn Weiss,15,YouTube Star,29-09
Julien Baker,28,Rock Singer,29-09
Chloe Moriondo,21,YouTube Star,29-09
Maddie Dean,23,Model,29-09
Devante Swing,54,Music Producer,29-09
Adore Delano,34,Reality Star,29-09
Ice Poseidon,29,YouTube Star,29-09
Calvin Johnson,38,Football Player,29-09
Alfie Boe,50,Opera Singer,29-09
Brian Atlas,39,YouTube Star,29-09
Jancarlos Moreno,20,TikTok Star,29-09
Sequoia Dawn,20,TikTok Star,29-09
Giorgi Mamardashvili,23,Soccer Player,29-09
Aaron Rheins,27,TikTok Star,29-09
Les Claypool,60,Rock Singer,29-09
Lauren James,22,Soccer Player,29-09
Kelly McCreary,42,TV Actress,29-09
Deez Singh,18,Pop Singer,29-09
Pierson Oglesby,25,YouTube Star,29-09
Chrissy Metz,43,TV Actress,29-09
Zion Clark,26,Wrestler,29-09
Jojo Simmons,34,Reality Star,29-09
Candice LeRae,38,Wrestler,29-09
L'sie,26,TikTok Star,29-09
Zach Beale,23,TikTok Star,29-09
