Ime,Starost,Poklic,Rojstni dan
Frank Ocean,36,Pop Singer,28-10
Bill Gates,68,Entrepreneur,28-10
Caitlyn Jenner,74,Reality Star,28-10
Lola Tung,21,TV Actress,28-10
Julia Roberts,56,Movie Actress,28-10
tysonthabadkid,15,Instagram Star,28-10
Stephen Nedoroscik,25,Gymnast,28-10
Annie Potts,71,Movie Actress,28-10
Brad Mondo,29,YouTube Star,28-10
Troian Bellisario,38,TV Actress,28-10
GamingWithJen,33,YouTube Star,28-10
Matt Smith,41,TV Actor,28-10
VivziePop,31,YouTube Star,28-10
Evie Rich,19,YouTube Star,28-10
Jawed Karim,44,Entrepreneur,28-10
Joaquin Phoenix,49,Movie Actor,28-10
Amy Slaton,36,YouTube Star,28-10
Sierra McCormick,26,TV Actress,28-10
mllanoss_,19,TikTok Star,28-10
Andrea Lopez,22,TikTok Star,28-10
Marys Boutiquee,24,TikTok Star,28-10
Nolan Gould,25,TV Actor,28-10
Victoria Kalina,24,Cheerleader,28-10
Anthony Fantano,38,YouTube Star,28-10
My Korean Dic,30,TikTok Star,28-10
Lucy Bronze,32,Soccer Player,28-10
Johnny Valentine,23,TikTok Star,28-10
Greg Paul,60,Instagram Star,28-10
yoitsmegeorgie,17,TikTok Star,28-10
Lexi Ainsworth,31,TV Actress,28-10
Finn Wittrock,39,Soap Opera Actor,28-10
Brad Paisley,51,Country Singer,28-10
Karely Ruiz,23,Instagram Star,28-10
Taylor Fritz,26,Tennis Player,28-10
Ava Nucci,18,TikTok Star,28-10
Lina Belfiore,23,Instagram Star,28-10
Matilda Ledger,18,Family Member,28-10
Kodie Shane,25,Rapper,28-10
Gwendoline Christie,45,Movie Actress,28-10
Omco,38,YouTube Star,28-10
Joe Iacovetti,31,YouTube Star,28-10
Aydan Calafiore,23,Pop Singer,28-10
Livy482,18,TikTok Star,28-10
WinWin,26,Dancer,28-10
Joe Thomas,40,TV Actor,28-10
Jeremy Woznicki,19,Instagram Star,28-10
