Ime,Starost,Poklic,Rojstni dan
Millie Bobby Brown,20,TV Actress,19-02
Chappell Roan,26,Pop Singer,19-02
Victoria Justice,31,TV Actress,19-02
Rateel Alshehri,13,Instagram Star,19-02
Demi Adriano,13,YouTube Star,19-02
Twan Kuyper,28,YouTube Star,19-02
DaPandaGirl,20,Roblox Star,19-02
Royalty Johnson,34,Instagram Star,19-02
Ashnikko,28,Rapper,19-02
Jeff Kinney,53,Children's Author,19-02
Nikola Jokic,29,Basketball Player,19-02
Tray Rush,35,YouTube Star,19-02
chocolate_.drop,24,TikTok Star,19-02
Claudia Sulewski,28,YouTube Star,19-02
Blue Ryai,22,TikTok Star,19-02
Cole Allison,20,TikTok Star,19-02
Ashley Michelle Suarez,21,TikTok Star,19-02
Edwin Burgos,26,Instagram Star,19-02
Katarina Deme,20,TikTok Star,19-02
Luara Fonseca,19,YouTube Star,19-02
Alyssa Darland,17,YouTube Star,19-02
Rachel Alice Johnson,27,Instagram Star,19-02
Seal,61,Rock Singer,19-02
Ozzieee,19,TikTok Star,19-02
Lily Kate Cole,22,YouTube Star,19-02
"Prince Andrew, Duke of York",64,Prince,19-02
Mabel McVey,28,Pop Singer,19-02
Claudia Tihan,27,Instagram Star,19-02
Jungwoo,26,Pop Singer,19-02
Arielle Kebbel,39,Movie Actress,19-02
David Mazouz,23,TV Actor,19-02
Colette Couillard,17,TikTok Star,19-02
Smokey Robinson,84,R&B Singer,19-02
Isabel Clancy,32,TikTok Star,19-02
Veruca Salt,25,TikTok Star,19-02
Nik Poire,22,TikTok Star,19-02
Cynthia Bailey,57,Reality Star,19-02
Freddy Pomee,20,Pop Singer,19-02
Alice Pagani,26,TV Actress,19-02
Jeffrey Cyrus,37,YouTube Star,19-02
Bbyeileen,22,YouTube Star,19-02
Kayli Boyle,23,TikTok Star,19-02
Eric Lange,51,TV Actor,19-02
Sam Reid,37,Movie Actor,19-02
Efewissie,21,TikTok Star,19-02
Michael Gira,70,Rock Singer,19-02
Mandi Vakili,32,Instagram Star,19-02
Emma Rose,28,Instagram Star,19-02
