Ime,Starost,Poklic,Rojstni dan
Rebecca Zamolo,41,YouTube Star,28-09
Momona Tamada,17,TV Actress,28-09
Brenna D'Amico,23,TV Actress,28-09
Mark Adams,29,TikTok Star,28-09
Hilary Duff,36,TV Actress,28-09
Cameron Huff,24,YouTube Star,28-09
Cavan Sullivan,14,Soccer Player,28-09
Olivia Jade,24,YouTube Star,28-09
Alexandra Marasigan,16,TikTok Star,28-09
Lauren Spencer-Smith,20,Pop Singer,28-09
Chilly Jimenez,28,YouTube Star,28-09
Maria Canals Barrera,57,TV Actress,28-09
Olivia Neill,22,YouTube Star,28-09
Frankie Jonas,23,TV Actor,28-09
Jeezy,46,Rapper,28-09
Reggie Hacker,19,TikTok Star,28-09
Exploring with Fighters,36,YouTube Star,28-09
Morgan Cohen,26,TikTok Star,28-09
Nick Viall,43,Reality Star,28-09
Daisy Choi,21,YouTube Star,28-09
Sheikh Hasina,76,Politician,28-09
Que 9,20,Rapper,28-09
Daneboe,45,YouTube Star,28-09
Tokyoxvanity,29,Reality Star,28-09
The Anime Man,29,YouTube Star,28-09
Ranbir Kapoor,41,Movie Actor,28-09
Hana Mae Lee,35,Movie Actress,28-09
Terence Crawford,36,Boxer,28-09
Naomi Watts,55,Movie Actress,28-09
Ford Walker,10,YouTube Star,28-09
Brigitte Bardot,89,Movie Actress,28-09
Genie,32,Pop Singer,28-09
GP,24,YouTube Star,28-09
Dana Taranova,18,Instagram Star,28-09
Michael Ronda,27,TV Actor,28-09
Jessie Wynter,27,Reality Star,28-09
LamboTelevision,19,TikTok Star,28-09
Trevor Daniel,29,Pop Singer,28-09
Kevin MacLeod,51,Composer,28-09
Nicholas Smith,36,TikTok Star,28-09
Bam Margera,44,Reality Star,28-09
Jeff Perla,31,Instagram Star,28-09
St. Vincent,41,Pop Singer,28-09
Isidora Vives,21,TV Actress,28-09
Acai,27,YouTube Star,28-09
Andrew Foy,22,YouTube Star,28-09
Omar Sebali,29,YouTube Star,28-09
