Ime,Starost,Poklic,Rojstni dan
Zach Bryan,28,Country Singer,02-04
Emma Myers,22,Movie Actress,02-04
Daniel Seavey,25,Pop Singer,02-04
Quavo,33,Rapper,02-04
Pedro Pascal,49,TV Actor,02-04
Gabe Escobar,22,TikTok Star,02-04
BadBoyHalo,29,YouTube Star,02-04
Kelly Sweeney,22,TikTok Star,02-04
Caleb Burton,24,Instagram Star,02-04
Michael Storen,22,TikTok Star,02-04
Ella Rene,22,TikTok Star,02-04
Pihu Kalra,17,YouTube Star,02-04
Karlous Miller,41,Comedian,02-04
Bethany Gaskin,49,YouTube Star,02-04
Sophie Reynolds,25,TV Actress,02-04
benjyfishy,20,eSports Player,02-04
Michael Fassbender,47,Movie Actor,02-04
Bethany Joy Lenz,43,TV Actress,02-04
Herman Tommeraas,27,TV Actor,02-04
Maddie Henderson,22,TikTok Star,02-04
Faith Moormeier,23,Instagram Star,02-04
Roselyn Sánchez,51,Movie Actress,02-04
Crazy Nate,38,YouTube Star,02-04
Mollie O'Callaghan,20,Swimmer,02-04
Gabriel Mathis,25,TikTok Star,02-04
Tom Sullivan,37,TikTok Star,02-04
Drew Van Acker,38,TV Actor,02-04
Ceci Balagot,23,TV Actor,02-04
Austin Riley,27,Baseball Player,02-04
Patricia Williams,52,Comedian,02-04
LilAggy,28,YouTube Star,02-04
André Onana,28,Soccer Player,02-04
Cole Gonzales,23,TikTok Star,02-04
Yonden Trainor,18,Family Member,02-04
Benjamin Lasnier,25,Pop Singer,02-04
Christopher Meloni,63,TV Actor,02-04
Pattie Mallette,49,Instagram Star,02-04
Ajay Devgan,55,Movie Actor,02-04
Bobby Bones,44,Radio Host,02-04
Adam Rodriguez,49,TV Actor,02-04
Tiara Hodge,35,Reality Star,02-04
Sofia Cabello,17,Family Member,02-04
Clark Gregg,62,Movie Actor,02-04
Kapil Sharma,43,Comedian,02-04
Isaiah Miranda,25,TikTok Star,02-04
Anthem James Tru,5,Instagram Star,02-04
