Ime,Starost,Poklic,Rojstni dan
Ayoslimybj,19,TikTok Star,25-02
Noah Jupe,19,Movie Actor,25-02
Jordan Adetunji,25,Rapper,25-02
Arda Güler,19,Soccer Player,25-02
Joe Santagato,32,YouTube Star,25-02
Case Walker,21,TV Actor,25-02
James Phelps,38,Movie Actor,25-02
Oliver Phelps,38,Movie Actor,25-02
Fred Beyer,22,YouTube Star,25-02
Primz,23,YouTube Star,25-02
Tuonto,24,YouTube Star,25-02
Jakob Greer,23,TikTok Star,25-02
Ric Flair,75,Wrestler,25-02
Sean Astin,53,Movie Actor,25-02
Mustyhoodrat,15,TikTok Star,25-02
Isabelle Fuhrman,27,Movie Actress,25-02
Elliot Choy,25,YouTube Star,25-02
mrthomasenglish,30,TikTok Star,25-02
Tony Perry,38,Guitarist,25-02
Rashida Jones,48,Movie Actress,25-02
Jacob Feder,25,YouTube Star,25-02
Bismarck Ebiweh,27,YouTube Star,25-02
Roy Purdy,26,YouTube Star,25-02
Tingman,39,YouTube Star,25-02
jav0n,18,TikTok Star,25-02
Jay Critch,26,Rapper,25-02
Kamryn Beck,24,Instagram Star,25-02
Vedo,31,R&B Singer,25-02
Christina Kirkman,31,TV Actress,25-02
John Doe,71,Punk Singer,25-02
Geffri Maya,29,TV Actress,25-02
Justin Berfield,38,TV Actor,25-02
Ryan Kaoud,25,YouTube Star,25-02
Moosa Mostafa,16,TV Actor,25-02
Shahid Kapoor,43,Movie Actor,25-02
Chelsea Handler,49,Comedian,25-02
Bo Nix,24,Football Player,25-02
Trey Braine,11,Dancer,25-02
Kendyl Fay,16,Dancer,25-02
Lovevie,23,YouTube Star,25-02
Amy Ruffle,32,TV Actress,25-02
Brielle Biermann,27,Reality Star,25-02
Carrot Top,59,Comedian,25-02
Jameela Jamil,38,TV Actress,25-02
Anshu Bisht,25,YouTube Star,25-02
Kristi Krime,20,TikTok Star,25-02
Wren Vlach,2,Family Member,25-02
