Ime,Starost,Poklic,Rojstni dan
Ice Spice,24,Rapper,01-01
Noah Kahan,27,Pop Singer,01-01
Odetari,24,Music Producer,01-01
Poppy,29,Pop Singer,01-01
Acrello,22,TikTok Star,01-01
thewizardliz,25,TikTok Star,01-01
Winter Kim,23,Pop Singer,01-01
presidentnasim,18,TikTok Star,01-01
Holly Ramsay,24,Instagram Star,01-01
backwithali,35,TikTok Star,01-01
Stunna 4 Vegas,28,Rapper,01-01
Haidar_macher,17,TikTok Star,01-01
Angourie Rice,23,Movie Actress,01-01
Kitt Gaming,27,YouTube Star,01-01
Tank,48,R&B Singer,01-01
Ssoyoung,37,YouTube Star,01-01
Diamond White,25,R&B Singer,01-01
Crayator,31,Twitch Star,01-01
Celia Braud,20,Instagram Star,01-01
Ozkan Balkas,37,YouTube Star,01-01
dheanasaur,29,TikTok Star,01-01
Acheeto,20,YouTube Star,01-01
Nikko Zingus,21,TikTok Star,01-01
Davide Sanclimenti,29,Reality Star,01-01
Eiichiro Oda,49,Cartoonist,01-01
Morris Chestnut,55,TV Actor,01-01
Tom Ackerley,34,Film Producer,01-01
Jack Fowler,28,Reality Star,01-01
DPR Live,31,Rapper,01-01
Junior Villegas,32,TikTok Star,01-01
Jane Doe,37,Rapper,01-01
Yik Keat Lee,28,Photographer,01-01
Mr. Lawrence,55,Voice Actor,01-01
Ali Siadat,70,Drummer,01-01
Jack Ramsay,24,Instagram Star,01-01
Colin Morgan,38,TV Actor,01-01
Caryn Marjorie,24,Snapchat Star,01-01
Cole Hafers,22,TikTok Star,01-01
Amelie Bea Smith,13,TV Actress,01-01
Patrick Carrigan,26,Rugby Player,01-01
Shahid Khan,43,DJ,01-01
Chance Strive,24,TikTok Star,01-01
Nia Lovelis,27,Drummer,01-01
Kun,28,Pop Singer,01-01
