Ime,Starost,Poklic,Rojstni dan
Sam Schmir,24,TikTok Star,04-01
Coco Jones,26,Movie Actress,04-01
Lea Elui Ginet,23,Instagram Star,04-01
Marc Guiu,18,Soccer Player,04-01
Dafne Keen,19,Movie Actress,04-01
Jaeden Martell,21,Movie Actor,04-01
Heidi D'Amelio,52,Instagram Star,04-01
Sha Gz,19,Rapper,04-01
Victor Wembanyama,20,Basketball Player,04-01
Bendadonnn,32,Instagram Star,04-01
Krissleos,33,TikTok Star,04-01
Toni Kroos,34,Soccer Player,04-01
Rob Dillingham,19,Basketball Player,04-01
Charles Melton,33,Movie Actor,04-01
p4perback,21,TikTok Star,04-01
Rayssa Leal,16,Skateboarder,04-01
Liza Soberano,26,TV Actress,04-01
Andy Thompson,21,TV Actor,04-01
Labrinth,35,Songwriter,04-01
Emma Mackey,28,TV Actress,04-01
Kate Elisabeth,24,YouTube Star,04-01
Itaintokbro,26,TikTok Star,04-01
Till Lindemann,61,Metal Singer,04-01
Derrick Henry,30,Football Player,04-01
HBomb94,30,YouTube Star,04-01
Jeannie Mai,45,Reality Star,04-01
Tina Knowles,70,Fashion Designer,04-01
AldosWorld,30,YouTube Star,04-01
Snoopslimes,20,Instagram Star,04-01
Peyton Kennedy,20,TV Actress,04-01
Banana,25,Instagram Star,04-01
Kalin White,29,R&B Singer,04-01
Nico Hischier,25,Hockey Player,04-01
Isan Elba,22,Family Member,04-01
Kris Bryant,32,Baseball Player,04-01
Brennan Lee Mulligan,36,Comedian,04-01
Sophia La Corte,23,TikTok Star,04-01
Lucas White-Smith,23,TikTok Star,04-01
Craig Revel Horwood,59,Dancer,04-01
Angelloweee,24,TikTok Star,04-01
Kaylan Joy,18,YouTube Star,04-01
Rudan Custodio,30,YouTube Star,04-01
Greg Cipes,44,Voice Actor,04-01
Quinn Hardy,23,TikTok Star,04-01
Adrian Lyles,19,TV Actor,04-01
Alexa Curtis,20,Pop Singer,04-01
