Ime,Starost,Poklic,Rojstni dan
Dasia Temia,24,TikTok Star,29-02
Ferrán Torres,24,Soccer Player,29-02
Tyrese Haliburton,24,Basketball Player,29-02
Ja Rule,48,Rapper,29-02
JKucci,24,TikTok Star,29-02
Jessie Usher,32,TV Actor,29-02
Edward Avila,32,YouTube Star,29-02
Giovanni Rivera,28,YouTube Star,29-02
Nickolas Ray,24,TikTok Star,29-02
Tony Robbins,64,Motivational Speaker,29-02
Olivia Yang,24,TikTok Star,29-02
Pedro Sánchez,52,Politician,29-02
Amelia KidsToys&Adventures,16,YouTube Star,29-02
Mark Foster,40,Rock Singer,29-02
Kori Sampson,28,Reality Star,29-02
Max Torina,20,TV Actor,29-02
Peter Scanavino,44,TV Actor,29-02
Yana Azlee,28,TikTok Star,29-02
MellowMaddy ASMR,24,YouTube Star,29-02
Monte Kiffin,84,Football Coach,29-02
TheTerrain,28,YouTube Star,29-02
Korede Bello,28,Pop Singer,29-02
Paladin Amber,28,Twitch Star,29-02
Khaled,64,Folk Singer,29-02
Lydia Jacoby,20,Swimmer,29-02
Caspersight,44,YouTube Star,29-02
FlyBorg,28,YouTube Star,29-02
Majesty Rose,32,Pop Singer,29-02
Sierra Idrees,4,Family Member,29-02
Joey Greco,52,TV Actor,29-02
Lena Gercke,36,Model,29-02
Angry Prash,28,YouTube Star,29-02
Deelodoitall,24,Pop Singer,29-02
Cam Ward,40,Hockey Player,29-02
Valentino Bonaccio,20,Instagram Star,29-02
Danielle Aaliyah,36,YouTube Star,29-02
Jessica Long,32,Swimmer,29-02
Jake Bar,32,TikTok Star,29-02
Shane Johnson,48,TV Actor,29-02
Bizzy,44,Rapper,29-02
Jana SevenPerfectAngels,20,YouTube Star,29-02
Biffa,48,YouTube Star,29-02
