Ime,Starost,Poklic,Rojstni dan
Billie Eilish,22,Pop Singer,18-12
Nelson Neumann,15,TikTok Star,18-12
Malia Baker,17,TV Actress,18-12
Brad Pitt,60,Movie Actor,18-12
Sia,48,Pop Singer,18-12
Notej,17,TikTok Star,18-12
Christina Aguilera,43,Pop Singer,18-12
Bridgit Mendler,31,TV Actress,18-12
Rachel in Wonderland,11,YouTube Star,18-12
Ashley Benson,34,TV Actress,18-12
YBN Nahmir,24,Rapper,18-12
Foolish Gamers,25,Twitch Star,18-12
Stone Cold Steve Austin,59,Wrestler,18-12
Marcus Butler,32,YouTube Star,18-12
Steven Spielberg,77,Director,18-12
Kymani Paulino,19,Instagram Star,18-12
Katie Holmes,45,TV Actress,18-12
El Alfa El Jefe,33,Rapper,18-12
Trish Stratus,48,Wrestler,18-12
Zac FamilyFunPack,14,YouTube Star,18-12
Hassan Suleiman,26,YouTube Star,18-12
Josh Dallas,45,Movie Actor,18-12
KonekoKitten,25,YouTube Star,18-12
Ronald Acuna Jr.,26,Baseball Player,18-12
ZaZa Bean,9,Instagram Star,18-12
Delayza Naylea,19,YouTube Star,18-12
lyzzahh,19,TikTok Star,18-12
Amalie Star,21,YouTube Star,18-12
Chris FamilyFunPack,14,YouTube Star,18-12
Kellie Sweet,27,YouTube Star,18-12
Lyrica Anderson,35,R&B Singer,18-12
Supreme Patty,26,Instagram Star,18-12
Amy Cheah,17,YouTube Star,18-12
Gavin Landry,17,TikTok Star,18-12
Kariselle Snow,28,Reality Star,18-12
Lucy Edwards,28,YouTube Star,18-12
Brandon Marsh,26,Baseball Player,18-12
Keith Richards,80,Guitarist,18-12
Isabella Crovetti,19,TV Actress,18-12
Morgan Ross,28,YouTube Star,18-12
DALLMYD,32,YouTube Star,18-12
Skilah Hurd,21,TikTok Star,18-12
Kevin Noparvar,31,TikTok Star,18-12
Emily Atack,34,TV Actress,18-12
