Ime,Starost,Poklic,Rojstni dan
Kouvr Annon,24,TikTok Star,31-05
Brooke Shields,59,Movie Actress,31-05
Peder Lindell,21,TV Actor,31-05
CupcakKe,27,Rapper,31-05
Matthew Moore,17,TikTok Star,31-05
Evan Fong,32,YouTube Star,31-05
Corey Pritchett Jr.,26,YouTube Star,31-05
Normani,28,Pop Singer,31-05
Clint Eastwood,94,Director,31-05
Phillipa Soo,34,Stage Actress,31-05
Waka Flocka Flame,38,Rapper,31-05
Sammy Ndabaga,24,YouTube Star,31-05
Azealia Banks,33,Rapper,31-05
GotDamnZo,33,YouTube Star,31-05
Tyla Yaweh,29,Rapper,31-05
Bentellect,35,TikTok Star,31-05
Farrah Abraham,33,Reality Star,31-05
Newt,26,TikTok Star,31-05
Cam2r,24,TikTok Star,31-05
Shekinah Jones,40,Reality Star,31-05
Amra Ricketts,37,YouTube Star,31-05
Em Wallbank,25,TikTok Star,31-05
Manuel Mercuri,36,TikTok Star,31-05
Colin Farrell,48,Movie Actor,31-05
Welven Da Great,36,Instagram Star,31-05
Marco Reus,35,Soccer Player,31-05
Ava Della Pietra,19,Pop Singer,31-05
Quinn Lee,35,YouTube Star,31-05
Ali Gatie,27,R&B Singer,31-05
Iga Świątek,23,Tennis Player,31-05
FalseSymmetry,33,YouTube Star,31-05
Andy Hurley,44,Drummer,31-05
Lea Thompson,63,Movie Actress,31-05
Yael Grobglas,40,TV Actress,31-05
Montez Ford,34,Wrestler,31-05
Giselle Torres,22,YouTube Star,31-05
Gigguk,34,YouTube Star,31-05
Nate Robinson,40,Basketball Player,31-05
James Riker,23,TikTok Star,31-05
Viktor Orban,61,World Leader,31-05
William Ramos,30,Rock Singer,31-05
Diesel Rojas,12,Instagram Star,31-05
Madi ASMR,26,YouTube Star,31-05
Nivine Jay,32,Instagram Star,31-05
