Ime,Starost,Poklic,Rojstni dan
Zayn Malik,31,Pop Singer,12-01
Jeff Bezos,60,Entrepreneur,12-01
Dejuane Mccoy,21,TikTok Star,12-01
Airrack,27,YouTube Star,12-01
Mama Rug,55,YouTube Star,12-01
Jake Mitchell,24,YouTube Star,12-01
Jana Duggar,34,Reality Star,12-01
Elle Brooke,26,TikTok Star,12-01
Ashlee Rumfallo,44,Reality Star,12-01
Howard Stern,70,Radio Host,12-01
Ella Henderson,28,Pop Singer,12-01
Mandana Mani,46,Fashion Designer,12-01
Toto Wolff,52,Race Car Driver,12-01
Rob Zombie,59,Metal Singer,12-01
Destiny Rogers,27,YouTube Star,12-01
Pixie Lott,33,Pop Singer,12-01
Will Tilston,17,Movie Actor,12-01
Dayshawn Wilson,21,TikTok Star,12-01
Ujjwal Chaurasia,22,YouTube Star,12-01
Issa Rae,39,TV Actress,12-01
Amerie,44,R&B Singer,12-01
Do Kyungsoo,31,Pop Singer,12-01
Kimberly Rhoades,26,TikTok Star,12-01
McBang ASMR,34,TikTok Star,12-01
Jeremy Camp,46,Rock Singer,12-01
Romeo Baca,22,TikTok Star,12-01
Lukas Caldwell,20,TikTok Star,12-01
Deena Nicole Cortese,37,Reality Star,12-01
Mushfiqul Islam,20,TikTok Star,12-01
Lauren Paley,31,TikTok Star,12-01
Sebastian Melrose,26,Race Car Driver,12-01
Quentin McConathy,24,YouTube Star,12-01
Chance Parfitt,23,TikTok Star,12-01
Isabella Day,20,TV Actress,12-01
Kalo Kachar,28,TikTok Star,12-01
Melanie Chisholm,50,Pop Singer,12-01
Jessie Graff,40,Stunt Double,12-01
Chiara Tews,22,TV Actress,12-01
Zaytoven,44,DJ,12-01
Michael de Laborde,23,TikTok Star,12-01
Heidi Berger,27,TV Actress,12-01
Nadim Al-Maktari,24,YouTube Star,12-01
Manelyk González,35,Reality Star,12-01
