Ime,Starost,Poklic,Rojstni dan
KreekCraft,27,YouTube Star,28-01
That Girl Lay Lay,17,Rapper,28-01
Lucas Dobre,25,YouTube Star,28-01
Luke Davidson,21,TikTok Star,28-01
Marcus Dobre,25,YouTube Star,28-01
J Cole,39,Rapper,28-01
Peyton Coffee,20,TikTok Star,28-01
HRVY,25,Pop Singer,28-01
Rick Ross,48,Rapper,28-01
Garik Davtyan,23,TikTok Star,28-01
Maluma,30,Reggaeton Singer,28-01
Ariel Winter,26,TV Actress,28-01
Will Poulter,31,Movie Actor,28-01
Kay Dudley,32,TikTok Star,28-01
Adelaine Morin,26,YouTube Star,28-01
Elijah Wood,43,Movie Actor,28-01
Zach Cox,26,Model,28-01
Nick Carter,44,Pop Singer,28-01
Calum Worthy,33,TV Actor,28-01
Gabriel Fernandez,19,TikTok Star,28-01
Fatima Faisal,24,TikTok Star,28-01
Silly T.O,23,YouTube Star,28-01
Sheamus,46,Wrestler,28-01
Carson Genal,25,TikTok Star,28-01
Big Freedia,46,Rapper,28-01
Roman Kemp,31,Radio Host,28-01
Gianluigi Buffon,46,Soccer Player,28-01
Amie Donald,14,Movie Actress,28-01
Lauren Gibson,25,TikTok Star,28-01
Joey Fatone Jr.,47,Pop Singer,28-01
Tom Hopper,39,TV Actor,28-01
Flávia Charallo,26,Model,28-01
Julia Lester,24,TV Actress,28-01
Kendall Rae Knight,32,Reality Star,28-01
Alex Hayes,26,Instagram Star,28-01
Ashley Purdy,45,Bassist,28-01
Nutsa Buzaladze,27,Pop Singer,28-01
Payton Pritchard,26,Basketball Player,28-01
Plenty,18,YouTube Star,28-01
Jessica Ennis-Hill,38,Runner,28-01
Cayla Koshar,25,TikTok Star,28-01
Melissa Kristine,27,TikTok Star,28-01
Josh Seki,26,TikTok Star,28-01
Dušan Vlahović,24,Soccer Player,28-01
Mike Garfield,43,YouTube Star,28-01
Rakim,56,Rapper,28-01
