Ime,Starost,Poklic,Rojstni dan
braceface_.nunu,21,TikTok Star,14-05
Pokimane,28,Twitch Star,14-05
Miranda Cosgrove,31,TV Actress,14-05
TheOdd1sOut,28,YouTube Star,14-05
Nicolette Durazzo,17,YouTube Star,14-05
Emery Bingham,17,YouTube Star,14-05
Mark Zuckerberg,40,Entrepreneur,14-05
Jack Hughes,23,Hockey Player,14-05
Ryland Adams,33,YouTube Star,14-05
Olly Murs,40,Pop Singer,14-05
Karissa Eve,14,YouTube Star,14-05
Martin Garrix,28,DJ,14-05
Pyrocynical,27,YouTube Star,14-05
Rob Gronkowski,35,Football Player,14-05
Roshaun Diah,22,TikTok Star,14-05
Cate Blanchett,55,Movie Actress,14-05
ASMR Darling,27,YouTube Star,14-05
Cole Bennett,28,Business Executive,14-05
Hannah Li,22,TikTok Star,14-05
George Lucas,80,Director,14-05
Gohar Khan,25,TikTok Star,14-05
LanasStuff,27,YouTube Star,14-05
Josh Carrott,35,YouTube Star,14-05
Ava Oetting,16,TikTok Star,14-05
Adrien Nuñez,25,TikTok Star,14-05
Woody McClain,35,Facebook Star,14-05
Apple Martin,20,Family Member,14-05
Jahking Guillory,23,Movie Actor,14-05
Luca Bish,25,Reality Star,14-05
Anna Banana,38,Blogger,14-05
Laila Oetting,16,TikTok Star,14-05
Rúben Dias,27,Soccer Player,14-05
Dustin Lynch,39,Country Singer,14-05
Sofia Coppola,53,Director,14-05
Aircool,27,Twitch Star,14-05
Noel Robinson,28,Instagram Star,14-05
Swagg,28,YouTube Star,14-05
Mikayla Demaiter,24,Model,14-05
Rose Lavelle,29,Soccer Player,14-05
Dre Da Dancer,27,TikTok Star,14-05
Amber Portwood,34,Reality Star,14-05
Yechan,23,Pop Singer,14-05
Lina Esco,39,Movie Actress,14-05
Amy Shark,38,Pop Singer,14-05
Zach Edey,22,Basketball Player,14-05
konon_,20,TikTok Star,14-05
Rina Lipa,23,Instagram Star,14-05
Jelian Mercado,27,YouTube Star,14-05
