Ime,Starost,Poklic,Rojstni dan
Kourtney Kardashian,45,Reality Star,18-04
Sophia Grace Brownlee,21,Pop Singer,18-04
Breckie Hill,21,TikTok Star,18-04
PinkPantheress,23,Pop Singer,18-04
Ski Mask the Slump God,28,Rapper,18-04
Evangeline Lomelino,16,YouTube Star,18-04
GamingWithKev,35,YouTube Star,18-04
LexiVee03,21,YouTube Star,18-04
Kenny Ortega,74,Director,18-04
Rucrewkaii,21,Instagram Star,18-04
David Tennant,53,TV Actor,18-04
Christian Collins,28,YouTube Star,18-04
AnnaG,22,TikTok Star,18-04
Arny Parsons,25,TikTok Star,18-04
Chase Eatmon,28,YouTube Star,18-04
America Ferrera,40,TV Actress,18-04
Chloe Bennet,32,TV Actress,18-04
Conan O'Brien,61,TV Show Host,18-04
Suri Cruise,18,Family Member,18-04
Vanessa Kirby,36,Movie Actress,18-04
Rosie Huntington-Whiteley,37,Movie Actress,18-04
James Woods,77,Movie Actor,18-04
Britt Robertson,34,Movie Actress,18-04
Lesslie Polinesia,29,YouTube Star,18-04
Lauren Beeston,30,Photographer,18-04
Aries Williams,21,TikTok Star,18-04
Jeff Dunham,62,Ventriloquist,18-04
Gaptain Crunch,28,TikTok Star,18-04
Adam Katz,27,YouTube Star,18-04
Bella Esmerelda Ronaldo,2,Family Member,18-04
Lea Stankovic,23,YouTube Star,18-04
Moises Arias,30,TV Actor,18-04
Nathan Sykes,31,Pop Singer,18-04
Aminé,30,Rapper,18-04
Emilliareyy,20,TikTok Star,18-04
Lillee Jean,23,Movie Actress,18-04
Michael D. Higgins,83,Politician,18-04
KING VADER,27,Instagram Star,18-04
Melissa Joan Hart,48,TV Actress,18-04
Hafu,33,Twitch Star,18-04
Malia Schmalleger,24,TikTok Star,18-04
Eric Roberts,68,Movie Actor,18-04
Tom Hughes,38,Movie Actor,18-04
Lil Bri,23,Rapper,18-04
Miguel Cabrera,41,Baseball Player,18-04
Alina Kan,24,TikTok Star,18-04
stanchrissss,24,TikTok Star,18-04
One Giant Onion,18,YouTube Star,18-04
