Ime,Starost,Poklic,Rojstni dan
Melanie Martinez,29,Pop Singer,28-04
Theyluvtrinn,15,YouTube Star,28-04
Loann Kaji,40,YouTube Star,28-04
Jessica Alba,43,Movie Actress,28-04
Witshell Simon,22,TikTok Star,28-04
Hypieee,22,TikTok Star,28-04
Robert Jay Perez,34,YouTube Star,28-04
Victoria de Angelis,24,Bassist,28-04
Kiawentiio Tarbell,18,TV Actress,28-04
Jessica Awadis,29,YouTube Star,28-04
Louise Pentland,39,YouTube Star,28-04
Capron Funk,31,YouTube Star,28-04
Penélope Cruz,50,Movie Actress,28-04
Big Ed,59,Reality Star,28-04
Jesus Mares,20,TikTok Star,28-04
Jasmin Lind,24,YouTube Star,28-04
Chucky Chuck,44,Rapper,28-04
Harry Shum Jr.,42,TV Actor,28-04
Ethan Hughes,22,TikTok Star,28-04
Too Short,58,Rapper,28-04
Jay Leno,74,TV Show Host,28-04
Drew Scott,46,TV Show Host,28-04
Katrina Kravale,24,YouTube Star,28-04
Kobe Jayy,23,YouTube Star,28-04
Ellie Carpenter,24,Soccer Player,28-04
Ann Margret,83,Movie Actress,28-04
Reece Hawkins,29,Instagram Star,28-04
Jethro James,29,Reality Star,28-04
Anthony Volpe,23,Baseball Player,28-04
Violent J.,52,Rapper,28-04
Klondike Blonde,27,Rapper,28-04
Louis Cole,41,YouTube Star,28-04
Austyn Johnson,18,Movie Actress,28-04
Alex Apollonov,32,YouTube Star,28-04
Aleisha Allen,33,Movie Actress,28-04
Bella Faith,21,Instagram Star,28-04
Allysa Pascua,22,TikTok Star,28-04
Jenna Ushkowitz,38,TV Actress,28-04
Toby Smiles,21,TikTok Star,28-04
Jonathan Scott,46,TV Show Host,28-04
Rahim Pardesi,35,Facebook Star,28-04
Zario Bolanos,20,TikTok Star,28-04
Kevin Cosculluela,28,Dancer,28-04
Momo,19,Voice Actress,28-04
Lucci Smith,20,Instagram Star,28-04
