Ime,Starost,Poklic,Rojstni dan
Johnny Orlando,21,Pop Singer,24-01
Baby Chino,17,TikTok Star,24-01
Sydney Morgan,22,TikTok Star,24-01
Frankie Grande,41,YouTube Star,24-01
Alvaro Romero,21,TikTok Star,24-01
Avantika Vandanapu,19,TV Actress,24-01
Luis Suárez,37,Soccer Player,24-01
Keara Cornella,20,TikTok Star,24-01
Eleanor Neale,25,YouTube Star,24-01
Matthew Lillard,54,Movie Actor,24-01
Cesar Mendoza,16,TikTok Star,24-01
Daveed Diggs,42,Rapper,24-01
Jay Versace,26,Instagram Star,24-01
JiaJia Fei,37,Ni poklica,24-01
09sharkboy,24,YouTube Star,24-01
Justin Baldoni,40,TV Actor,24-01
Neil Diamond,83,Rock Singer,24-01
Mary Lou Retton,56,Gymnast,24-01
Rye Beaumont,28,Pop Singer,24-01
Kenya Moore,53,Reality Star,24-01
Cameron Reed,23,Photographer,24-01
Maddi Winter,24,TikTok Star,24-01
Maia Knight,28,TikTok Star,24-01
Caleb Hearon,29,Comedian,24-01
Cortlen Henry,25,Rapper,24-01
Amelia Gething,25,YouTube Star,24-01
Ed Helms,50,Movie Actor,24-01
Sophie Morelli,24,TikTok Star,24-01
Michael Provost,26,Movie Actor,24-01
Kristen Schaal,46,TV Actress,24-01
Regé-Jean Page,36,TV Actor,24-01
Kees Crawford,22,TikTok Star,24-01
Divertiguay,15,YouTube Star,24-01
Rusty Cage,34,YouTube Star,24-01
Melody Nafari,18,TikTok Star,24-01
Mischa Barton,38,TV Actress,24-01
Dylan Riley Snyder,27,TV Actor,24-01
Tatyana Ali,45,TV Actress,24-01
James Kennedy,32,Music Producer,24-01
Kate Peytavin,19,TikTok Star,24-01
Becky Downie,32,Gymnast,24-01
Callan McAuliffe,29,Movie Actor,24-01
Amanda Pavillard,23,Instagram Star,24-01
Sierra Schultz,28,YouTube Star,24-01
Anne Marie Morin,32,Instagram Star,24-01
Dom Lever,33,Reality Star,24-01
