Ime,Starost,Poklic,Rojstni dan
Megan Fox,38,Movie Actress,16-05
Mattia Polibio,21,TikTok Star,16-05
Thomas Brodie-Sangster,34,TV Actor,16-05
IamSanna,26,Roblox Star,16-05
Kelly Hyland,53,Reality Star,16-05
Janet Jackson,58,Pop Singer,16-05
Joey Graceffa,33,YouTube Star,16-05
Slogo,27,YouTube Star,16-05
Joseph Morgan,43,TV Actor,16-05
Andre Swilley,26,TikTok Star,16-05
IU,31,Pop Singer,16-05
KK Arnold,19,Basketball Player,16-05
Carlos Mena,21,Instagram Star,16-05
Ceeday,26,YouTube Star,16-05
Special Ed,52,Rapper,16-05
David FamilyFunPack,16,YouTube Star,16-05
Pierce Brosnan,71,Movie Actor,16-05
Olga Korbut,69,Gymnast,16-05
Wren Eleanor,5,TikTok Star,16-05
Atticus Mitchell,31,TV Actor,16-05
Nancy Ajram,41,Pop Singer,16-05
Shane Madej,38,YouTube Star,16-05
Simone Berlini,24,TikTok Star,16-05
Gracie Kramer,26,Gymnast,16-05
Lani Randol,25,Model,16-05
Tucker Carlson,55,Journalist,16-05
Danny Trejo,80,Movie Actor,16-05
La Martinita,13,YouTube Star,16-05
Latte ASMR,31,YouTube Star,16-05
Krist Novoselic,59,Bassist,16-05
Lala Baptiste,25,Instagram Star,16-05
The Lit Sisters Dezy,14,YouTube Star,16-05
Grayson Chrisley,18,Reality Star,16-05
Diamond Mamba,24,YouTube Star,16-05
George Mason,27,YouTube Star,16-05
Vincent Larusso,46,Movie Actor,16-05
Avrey Ovard,22,YouTube Star,16-05
Miles Heizer,30,TV Actor,16-05
Travis Bennett,30,Rapper,16-05
Ammika Harris,31,Instagram Star,16-05
Kirstin Maldonado,32,Pop Singer,16-05
Zombie Cleo,43,YouTube Star,16-05
David Boreanaz,55,TV Actor,16-05
Tori Spelling,51,TV Actress,16-05
Behati Prinsloo,36,Model,16-05
Cole Sillinger,21,Hockey Player,16-05
Vicky Kaushal,36,Movie Actor,16-05
Alivia D'Andrea,24,YouTube Star,16-05
