Ime,Starost,Poklic,Rojstni dan
Clix,19,Twitch Star,07-01
Blue Ivy Carter,12,Family Member,07-01
Weston Koury,22,Instagram Star,07-01
Lewis Hamilton,39,Race Car Driver,07-01
Tatiana Chanell,18,TikTok Star,07-01
Vybz Kartel,48,Reggae Singer,07-01
Sofia Wylie,20,TV Actress,07-01
Mully,30,YouTube Star,07-01
JayKlickin,19,Rapper,07-01
Nicolas Cage,60,Movie Actor,07-01
Lamar Jackson,27,Football Player,07-01
Jeremy Renner,53,Movie Actor,07-01
Brody Malone,24,Gymnast,07-01
Akai Coleman,19,TV Actor,07-01
Mia Dinoto,21,YouTube Star,07-01
Davis Edwards,38,YouTube Star,07-01
Mini Ladd,29,YouTube Star,07-01
Lauryn Thompson,24,Reality Star,07-01
Robert Sheehan,36,Movie Actor,07-01
Natalie Sideserf,39,Instagram Star,07-01
Lauren Cohan,42,TV Actress,07-01
Eden Hazard,33,Soccer Player,07-01
Nunu Nellz,36,Rapper,07-01
Matthew Contreras,21,TikTok Star,07-01
Yuval Ben-Hayun,29,TikTok Star,07-01
Ming Maraj,18,Family Member,07-01
DennisASMR,22,YouTube Star,07-01
Kenny Loggins,76,Rock Singer,07-01
Vicky Boss,26,TikTok Star,07-01
Camille Rowe,34,Model,07-01
Mary-Kate Cooper,22,TikTok Star,07-01
Yuto Horigome,25,Skateboarder,07-01
Jinxx,43,Guitarist,07-01
Børns,32,Pop Singer,07-01
Stormie Goldsmith,19,Instagram Star,07-01
Jan Oblak,31,Soccer Player,07-01
Aloe Blacc,45,Soul Singer,07-01
Kerri Medders,24,TV Actress,07-01
Annabelle Gesson,20,TikTok Star,07-01
Bway Yungy,21,Rapper,07-01
Brett Dalton,41,TV Actor,07-01
Nika Motiie,19,TikTok Star,07-01
Marcus Scribner,24,TV Actor,07-01
Bobby Botsford,21,TikTok Star,07-01
Bobby Scarnewman,37,eSports Player,07-01
Matt Rhoades,24,TikTok Star,07-01
