Ime,Starost,Poklic,Rojstni dan
Nicki Minaj,41,Rapper,08-12
Ian Somerhalder,45,TV Actor,08-12
Nicole Laeno,18,YouTube Star,08-12
Tanner Buchanan,25,TV Actor,08-12
Celine Dept,24,TikTok Star,08-12
Mercedes Lomelino,17,YouTube Star,08-12
Sung-hoon Park,21,Pop Singer,08-12
Nick Churco,25,YouTube Star,08-12
Teala Dunn,27,Movie Actress,08-12
Presley Elise,16,Instagram Star,08-12
Clarence White,30,Instagram Star,08-12
Corey Taylor,50,Metal Singer,08-12
Jessalynn Siwa,49,Reality Star,08-12
AnnaSophia Robb,30,Movie Actress,08-12
Sam Hunt,39,Country Singer,08-12
Nia Kay,22,Rapper,08-12
Coco Shinele,27,TikTok Star,08-12
Owen Teague,25,TV Actor,08-12
Amir Khan,37,Boxer,08-12
Cory Boy,23,TikTok Star,08-12
Raheem Sterling,29,Soccer Player,08-12
Dwight Howard,38,Basketball Player,08-12
Michael Cole,55,Sportscaster,08-12
Ricardo Peralta,34,YouTube Star,08-12
Teri Hatcher,59,TV Actress,08-12
Scott McTominay,27,Soccer Player,08-12
Nick Meyer,25,TikTok Star,08-12
Polo Shak,31,Rapper,08-12
Pee Wee,35,World Music Singer,08-12
Dana Terrace,33,Animator,08-12
Ashish Chanchlani,30,YouTube Star,08-12
Kali Jane,20,Model,08-12
Jordan Nobbs,31,Soccer Player,08-12
Lauren Phillips,36,Movie Actress,08-12
Luvpres,20,TikTok Star,08-12
Ingrid Michaelson,44,Pop Singer,08-12
real1,37,Wrestler,08-12
Gerard Fluellen,33,YouTube Star,08-12
Infernasu,22,Roblox Star,08-12
Suzy Antonyan,28,Instagram Star,08-12
Kim Basinger,70,Movie Actress,08-12
Josh Christopher,22,Basketball Player,08-12
Tru Valentino,35,TV Actor,08-12
Grapeapplesauce,29,YouTube Star,08-12
Ariel Fabito,23,YouTube Star,08-12
