Ime,Starost,Poklic,Rojstni dan
Shakira,47,Pop Singer,02-02
Dantes,22,Twitch Star,02-02
Tyler Brown,22,TikTok Star,02-02
Chad Franke,19,YouTube Star,02-02
Fabio Capri,21,TikTok Star,02-02
Aire Webster,2,Family Member,02-02
Paul Mescal,28,TV Actor,02-02
Kchaze,31,Instagram Star,02-02
Fabio Guerra,22,Pop Singer,02-02
Tom Blyth,29,Movie Actor,02-02
Andrea Subotic,25,TikTok Star,02-02
That Mexican OT,25,Rapper,02-02
Ryan Roy,31,Rapper,02-02
Julia Fox,34,Movie Actress,02-02
Soni Nicole Bringas,22,TV Actress,02-02
Tracy Sohn,21,YouTube Star,02-02
Preston Oliver,18,TV Actor,02-02
Florence Hunt,17,TV Actress,02-02
Mimi Locks,16,YouTube Star,02-02
Gerard Piqué,37,Soccer Player,02-02
Puffer Fish,26,YouTube Star,02-02
Chris Bumstead,29,Instagram Star,02-02
TommyNFG,21,YouTube Star,02-02
Binks So Famous,26,YouTube Star,02-02
Spencer Elmer,24,YouTube Star,02-02
Aiden Belter,20,TikTok Star,02-02
Dylan Chapman,17,TikTok Star,02-02
Sam Collins,28,YouTube Star,02-02
Milania Giudice,18,Family Member,02-02
Inoxtag,22,YouTube Star,02-02
Ingrid Nilsen,35,YouTube Star,02-02
Sherin's Beauty,20,YouTube Star,02-02
Rachel Muse Connealy,29,TikTok Star,02-02
Morgan Jay,37,Pop Singer,02-02
Judy Travis,38,YouTube Star,02-02
P.O,31,Rapper,02-02
Red Choi,28,TikTok Star,02-02
Caeli,34,YouTube Star,02-02
Remi Wolf,28,Pop Singer,02-02
Jontavian Barber,25,YouTube Star,02-02
Duane Chapman,71,Reality Star,02-02
Alba Dubai,24,TikTok Star,02-02
Alyzzahh,21,TikTok Star,02-02
OMB Peezy,27,Rapper,02-02
Jake Taylor,31,Instagram Star,02-02
Southside,35,Music Producer,02-02
