Ime,Starost,Poklic,Rojstni dan
Ayiah Soufi,16,TikTok Star,06-02
Axl Rose,62,Rock Singer,06-02
Joe Bartolozzi,22,TikTok Star,06-02
Rick Astley,58,Pop Singer,06-02
Charlie Heaton,30,TV Actor,06-02
Sketch Karthik,32,TikTok Star,06-02
Tinashe,31,R&B Singer,06-02
Katherine Elizabeth,31,YouTube Star,06-02
Gabriel Guevara,23,TV Actor,06-02
Samaya Strawberry,11,Instagram Star,06-02
Sahar Dahi,24,TikTok Star,06-02
Rich Amiri,20,Rapper,06-02
Crystal Reed,39,TV Actress,06-02
Shelby Simmons,22,TV Actress,06-02
Dominic Sherwood,34,Movie Actor,06-02
JR Stuber,21,Instagram Star,06-02
Jorge Rivera-Herrans,26,TikTok Star,06-02
Ariel Mortman,30,TV Actress,06-02
Jada Williams,19,Basketball Player,06-02
Rickey Thompson,28,YouTube Star,06-02
Bianca Heinicke,31,YouTube Star,06-02
Jjang E,32,TikTok Star,06-02
Nora Fatehi,32,Movie Actress,06-02
Dane DeHaan,38,Movie Actor,06-02
Kris Humphries,39,Basketball Player,06-02
Mamie Van Doren,93,Movie Actress,06-02
Allison Holker Boss,36,Dancer,06-02
Yunho,38,Pop Singer,06-02
Kaylina Eileen Garcia,23,Instagram Star,06-02
Samantha Partida,23,TikTok Star,06-02
Hannah Pettit,18,YouTube Star,06-02
Brian Stepanek,53,TV Actor,06-02
Adley Rutschman,26,Baseball Player,06-02
Conor Gallagher,24,Soccer Player,06-02
Kai Zen,12,Movie Actress,06-02
Reed Deming,25,Pop Singer,06-02
Alex Drachnik,31,TikTok Star,06-02
ItsBsd,30,TikTok Star,06-02
Tamanna Riya,30,YouTube Star,06-02
Kathy Najimy,67,Voice Actress,06-02
Rachel Marie,25,YouTube Star,06-02
Bradlee Wannemacher,33,YouTube Star,06-02
