Ime,Starost,Poklic,Rojstni dan
Duke Dennis,30,YouTube Star,26-02
Beckham Nelson,9,YouTube Star,26-02
Yeat,24,Rapper,26-02
Hannah Meloche,23,YouTube Star,26-02
Luca Schaefer-Charlton,20,TikTok Star,26-02
Miranda Rae,22,TikTok Star,26-02
Eva Cudmore,21,TikTok Star,26-02
Aisha Mian,23,TikTok Star,26-02
Tiffany Rockelle,43,Family Member,26-02
Jamal Musiala,21,Soccer Player,26-02
Lil Maceee,17,Rapper,26-02
Antonela Roccuzzo,36,Instagram Star,26-02
Azra Mian,23,YouTube Star,26-02
Brittany Renner,32,Instagram Star,26-02
Lex Iwan,26,YouTube Star,26-02
Erykah Badu,53,R&B Singer,26-02
Jed Barker,22,Instagram Star,26-02
CL,33,Rapper,26-02
Luke Abercrombie,24,YouTube Star,26-02
Cheese,29,Twitch Star,26-02
Taylor Dooley,31,Movie Actress,26-02
Hope Pitman,21,TikTok Star,26-02
Gege Akutami,32,Comic Book Artist,26-02
Ky-Mani Marley,48,Reggae Singer,26-02
Michael Bolton,71,Rock Singer,26-02
Mark Wiens,38,YouTube Star,26-02
Nate Ruess,42,Pop Singer,26-02
Pepe,41,Soccer Player,26-02
Mariah Linney,25,Basketball Player,26-02
DG Star,17,YouTube Star,26-02
Recep Tayyip Erdogan,70,Politician,26-02
Gracie O’Connor,24,YouTube Star,26-02
jboysx,32,Twitch Star,26-02
Peyton Kemp,16,Instagram Star,26-02
Antonio Gigante,23,TikTok Star,26-02
Corinne Bailey Rae,45,R&B Singer,26-02
Teresa Palmer,38,Movie Actress,26-02
Crystal Kay,38,Pop Singer,26-02
Jonny Devaney,28,TikTok Star,26-02
eevee,24,TikTok Star,26-02
Marisa Marie,26,YouTube Star,26-02
Landon Wallace,16,YouTube Star,26-02
Darius Marcell,21,TV Actor,26-02
Keep Chambers,24,Instagram Star,26-02
Levi Colwill,21,Soccer Player,26-02
Avery Kroll,19,TikTok Star,26-02
Karen Derrico,44,Reality Star,26-02
