Ime,Starost,Poklic,Rojstni dan
Kaido Lee Roberts,14,TV Actor,11-01
Alyssa McKay,24,Snapchat Star,11-01
Christian Nodal,25,Pop Singer,11-01
Cali Rush,10,YouTube Star,11-01
QCP,24,TikTok Star,11-01
Justin Kroma,29,YouTube Star,11-01
Cody Simpson,27,Pop Singer,11-01
August Abrams,18,Family Member,11-01
Mary J. Blige,53,R&B Singer,11-01
Rebal D,25,YouTube Star,11-01
Jania Bania,24,Instagram Star,11-01
Lindsay Arnold,30,Instagram Star,11-01
Julie Franke,15,YouTube Star,11-01
ARTA GAME,20,YouTube Star,11-01
Eve Bennett,24,YouTube Star,11-01
Maggie Match Up,22,YouTube Star,11-01
Kyle Richards,55,Reality Star,11-01
Yrndj,24,YouTube Star,11-01
Yolanda Hadid,60,Reality Star,11-01
Ironmouse,27,Twitch Star,11-01
Jedidiah Goodacre,35,Movie Actor,11-01
Elly Antonio De La Cruz,22,Baseball Player,11-01
JuanSGuarnizo,27,Twitch Star,11-01
Jamie Vardy,37,Soccer Player,11-01
Lauren Giraldo,26,Instagram Star,11-01
Datboybrock,23,TikTok Star,11-01
Isla Cooper-Smith,16,Instagram Star,11-01
Josiah Queen,21,Gospel Singer,11-01
Teo Briones,19,TV Actor,11-01
Verbal Ase,40,Beatboxer,11-01
Louisa Johnson,26,Pop Singer,11-01
David Levene,35,YouTube Star,11-01
Lee Chaeyeon,24,Pop Singer,11-01
Bones,30,Rapper,11-01
Leroy Sané,28,Soccer Player,11-01
Shareef O'Neal,24,Basketball Player,11-01
Rachel Riley,38,TV Show Host,11-01
Mahamed Aly,30,MMA Fighter,11-01
Misha Domnikov,16,TikTok Star,11-01
Joey Swoll,41,Instagram Star,11-01
Demario Davis,35,Football Player,11-01
Destiny Rodríguez,29,YouTube Star,11-01
Jarrod Meredith,39,YouTube Star,11-01
Fortnite Physics,20,YouTube Star,11-01
Amiyah Scott,36,Instagram Star,11-01
Dashel Joshua Dougherty,10,TikTok Star,11-01
Karissa Collins,40,TikTok Star,11-01
Lil Twist,31,Rapper,11-01
