Ime,Starost,Poklic,Rojstni dan
Karol G,33,Reggaeton Singer,14-02
Mila Marwah,6,YouTube Star,14-02
BAK,24,YouTube Star,14-02
Tati Westbrook,42,YouTube Star,14-02
Jessii Vee,30,YouTube Star,14-02
Sage Pasch,22,TikTok Star,14-02
Ella Katherine,17,YouTube Star,14-02
Freddie Highmore,32,Movie Actor,14-02
Jaden Rabago,20,TikTok Star,14-02
ImJayStation,34,YouTube Star,14-02
Justina Valentine,37,Rapper,14-02
spicyycam_,29,TikTok Star,14-02
Noah Grossman,27,YouTube Star,14-02
Mizkif,29,Twitch Star,14-02
Ángel Di María,36,Soccer Player,14-02
Aidan Sharpe,15,TikTok Star,14-02
Connor Sharpe,15,TikTok Star,14-02
Sung Hoon,41,TV Actor,14-02
Harry Holland,25,Movie Actor,14-02
megnutt02,22,TikTok Star,14-02
Nymn,33,Twitch Star,14-02
Jaehyun,27,Pop Singer,14-02
MangoPull,17,YouTube Star,14-02
Ashton Arbab,21,Movie Actor,14-02
Becky Hill,30,Pop Singer,14-02
Lynda D'Alessandro,23,Family Member,14-02
Amanda Lehan-Canto,36,TV Actress,14-02
Sam Holland,25,Instagram Star,14-02
Pauline Ado,33,Surfer,14-02
Kenzie.luby,23,TikTok Star,14-02
Jase Bennett,44,YouTube Star,14-02
Alyssa Wang,29,TikTok Star,14-02
Jadyn Rylee,18,YouTube Star,14-02
Eric Cowell,10,Family Member,14-02
Simon Pegg,54,Movie Actor,14-02
Madison Iseman,27,TV Actress,14-02
Danai Gurira,46,TV Actress,14-02
Mary Fowler,21,Soccer Player,14-02
Paul Butcher,30,TV Actor,14-02
Dallas Hart,29,TV Actor,14-02
Dúaa Karim,22,TV Actress,14-02
Shane Harper,31,TV Actor,14-02
Aniela Gumbs,15,TV Actress,14-02
Darion Cryer,16,Family Member,14-02
Ed Matthews,34,Instagram Star,14-02
Cadel Evans,47,Cyclist,14-02
Kazumi,27,Ni poklica,14-02
