Ime,Starost,Poklic,Rojstni dan
Sofia Carson,31,TV Actress,10-04
Shay Mitchell,37,TV Actress,10-04
Mandy Moore,40,Pop Singer,10-04
Ynw Bslime,17,Rapper,10-04
Ava Michelle Cota,22,Instagram Star,10-04
Sage Guillen,23,TikTok Star,10-04
David Harbour,49,Movie Actor,10-04
Deligracy,33,YouTube Star,10-04
Lemuel Olenn Plummer,38,Entrepreneur,10-04
Daisy Ridley,32,Movie Actress,10-04
Emily Miller,30,Model,10-04
Chyler Leigh,42,TV Actress,10-04
Maren Morris,34,Country Singer,10-04
J Cook,26,YouTube Star,10-04
Angelina Mango,23,Pop Singer,10-04
Roberto Carlos,51,Soccer Player,10-04
Dana Heath,18,TV Actress,10-04
Anant Ambani,29,Family Member,10-04
Ken San Jose,22,YouTube Star,10-04
Bryce McKenzie,22,TikTok Star,10-04
Jake Hill,27,Rapper,10-04
Noa Kirel,23,Pop Singer,10-04
Charlie Hunnam,44,Movie Actor,10-04
Marcus Olin,25,TikTok Star,10-04
Lalasolit,16,TikTok Star,10-04
Custis Blue,26,TikTok Star,10-04
Fidias Panayiotou,28,YouTube Star,10-04
Harrison Sullivan,23,TikTok Star,10-04
Babyface,65,Music Producer,10-04
Joey Klaasen,25,TikTok Star,10-04
Alex Pettyfer,34,Movie Actor,10-04
Tilly Oddy-Black,28,TikTok Star,10-04
Audrey Whitby,28,TV Actress,10-04
Sadio Mané,32,Soccer Player,10-04
Sophie Ellis-Bextor,45,Pop Singer,10-04
Zoey Mae Elizabeth Dougherty,12,TikTok Star,10-04
Natasha Jane Wood,29,YouTube Star,10-04
Ian Nelson,29,Movie Actor,10-04
Slim Jesus,27,Rapper,10-04
Steven Seagal,72,Movie Actor,10-04
Khanya Hlubi,26,YouTube Star,10-04
Jamie Chung,41,TV Actress,10-04
Haley Joel Osment,36,Movie Actor,10-04
Keyondreforreal,22,TikTok Star,10-04
Ky Baldwin,23,Pop Singer,10-04
Slazo,24,YouTube Star,10-04
Karen Wazen Bakhazi,38,Blogger,10-04
