Ime,Starost,Poklic,Rojstni dan
MrBeast,26,YouTube Star,07-05
Icy Wicy,16,TikTok Star,07-05
Elijah Nelson,25,TV Actor,07-05
Tommy Fury,25,Boxer,07-05
J Balvin,39,Reggaeton Singer,07-05
Jake Bongiovi,22,Instagram Star,07-05
Minji,20,Pop Singer,07-05
Chiara Ferragni,37,Instagram Star,07-05
Blake Rivera,28,Family Member,07-05
Michael Rosen,78,Children's Author,07-05
Chad Tepper,32,YouTube Star,07-05
Devin Sola,34,Bassist,07-05
Melody Valadez,20,YouTube Star,07-05
Rico Nasty,27,Rapper,07-05
Sarah Baska,27,YouTube Star,07-05
Tahani Anderson,21,Dancer,07-05
Cl4pers,16,Rapper,07-05
Kevin Owens,40,Wrestler,07-05
Daysi Dukes,21,TikTok Star,07-05
Stradman,35,YouTube Star,07-05
Julia Antonelli,21,TV Actress,07-05
Kaleb Ohlemacher,23,TikTok Star,07-05
Andrew Barth Feldman,22,Stage Actor,07-05
Summer Farage,21,Instagram Star,07-05
Dani Olmo,26,Soccer Player,07-05
Snow Wife,22,Pop Singer,07-05
Faker,28,eSports Player,07-05
Alexander Ludwig,32,Movie Actor,07-05
Coby Persin,30,YouTube Star,07-05
Cody Gakpo,25,Soccer Player,07-05
James Neese,25,TikTok Star,07-05
Maya Erskine,37,TV Actress,07-05
TapL,23,YouTube Star,07-05
Scheana Marie,39,Model,07-05
Russell Dickerson,37,Country Singer,07-05
Jonathan Miller,37,YouTube Star,07-05
Matt Helders,38,Drummer,07-05
Larianny Perez,29,Movie Actress,07-05
Will Ospreay,31,Wrestler,07-05
Patricio Fernandez,21,TikTok Star,07-05
Sohyun Moon,31,YouTube Star,07-05
Thelma Houston,78,Pop Singer,07-05
Tina Le,45,TikTok Star,07-05
Cassy Fisher,35,YouTube Star,07-05
Rafi Rodriguez,20,TikTok Star,07-05
