Ime,Starost,Poklic,Rojstni dan
Britney Spears,42,Pop Singer,02-12
Charlie Puth,32,Pop Singer,02-12
Ssundee,35,YouTube Star,02-12
Maya Maxwell,11,YouTube Star,02-12
LukeDidThat,21,TikTok Star,02-12
Nikilis,26,Roblox Star,02-12
Aaron Rodgers,40,Football Player,02-12
Nelly Furtado,45,Pop Singer,02-12
Jordan Barrett,27,Model,02-12
Deestroying,27,YouTube Star,02-12
Lucy Liu,55,Movie Actress,02-12
Austin Mollno,24,TikTok Star,02-12
Jana Kramer,40,Country Singer,02-12
Kim Vega,25,TikTok Star,02-12
Amouranth,30,YouTube Star,02-12
Mitchel Cave,27,Rock Singer,02-12
Hope Marie,18,YouTube Star,02-12
Pedro Vargas,23,World Music Singer,02-12
Khaotic,39,Rapper,02-12
Shayne Boyle,23,TikTok Star,02-12
Ida Zeile,21,Instagram Star,02-12
Evie Clair,20,Pop Singer,02-12
Jacob Buster,20,Movie Actor,02-12
Nick Williams,40,Rugby Player,02-12
Chris Travis,30,Rapper,02-12
Tolami Benson,23,Business Executive,02-12
Amber Frank,25,TV Actress,02-12
Like Mike,38,DJ,02-12
Allanah Harris,33,TikTok Star,02-12
Afra Saracoglu,26,Movie Actress,02-12
Gio Scotti,17,TikTok Star,02-12
Teairra Marí,36,Pop Singer,02-12
Ozikoy,19,TikTok Star,02-12
Alfred Enoch,35,Movie Actor,02-12
Toni Mahfud,29,Instagram Star,02-12
ssg kobe,20,Rapper,02-12
Barney Walsh,26,Movie Actor,02-12
Bad Karen,22,YouTube Star,02-12
Gigi Goode,26,Reality Star,02-12
Joe Lo Truglio,53,Movie Actor,02-12
Monica Seles,50,Tennis Player,02-12
Miyaa V,18,Rapper,02-12
Yvonne Orji,40,TV Actress,02-12
Amber Geritz,16,TikTok Star,02-12
Bigg Jah,42,Instagram Star,02-12
Brynna Barry,20,TikTok Star,02-12
